author_id;paper_id;primary_contact;seq;first_name;affiliation;country;url
1230;598;0;2;Fabíola;"<p>Instituto de Educação Básica, Técnica e Tecnológica do Maranhão - IFMA</p><p></p>";BR;http://www.cefet-ma.br
1765;838;1;1;Milena;IFCE - Instituto Federal de Educação, Ciência e Tecnologia do Ceará;BR;http://www.cefetce.br/
1231;598;0;3;Wagner;"<p>Instituto de Educação Básica, Técnica e Tecnológica do Maranhão - IFMA</p>";BR;http://www.cefet-ma.br
2038;958;1;1;Jackeline;Instituto Federal de Pernambuco.;BR;\N
2662;1241;0;4;IANNA;"<p>IF-SERTãO</p>";\N;\N
5170;824;0;2;Marcos;Universidade Potiguar;BR;\N
5171;824;0;3;Magnus;Universidade Potiguar;BR;\N
5169;824;0;4;Sheyla;Universidade Federal do Rio Grande do Norte;BR;\N
2663;1241;0;5;ÉRICA CAROLINE;"<p>IF-SERTãO</p>";\N;\N
2661;1241;0;3;ANDERSOM;"<p>IF-SERTãO</p>";BR;\N
3344;1559;0;2;Fernanda;Universidade Federal de Campina Grande - UFCG;BR;\N
3345;1559;0;3;Poliana Harlane;Universidade Federal de Campina Grande - UFCG;BR;\N
3346;1559;0;4;Luis;Instituto Federal de Educacao, Ciencia e Tecnologia de Pernambuco - Campus Afogados da Ingazeira;BR;\N
3347;1559;0;5;Maria Elita;Universidade Federal de Campina Grande - UFCG;BR;\N
813;412;1;1;fabricio;ifam campus Coari-Am;\N;\N
3348;1559;0;6;Mario Eduardo;Universidade Federal de Campina Grande - UFCG;BR;\N
2632;1241;1;1;ANA PAULA;"Instituto Federal de Educação, Ciências e Tecnologia do Sertão Pernambucano";BR;\N
4831;1904;0;2;Edgard;IFPB;BR;\N
5480;809;0;2;Luciane;IFPB;\N;\N
4832;1904;0;3;Ênio;UFC;BR;\N
2368;1112;1;1;Aleksandre;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte-IFRN";BR;\N
1132;549;1;1;Benedito;"Instituto Federal de Educação, Ciência e Tecnologia do Pará";BR;\N
12;3;1;1;Nery;UNEAL/IESC/PGP/;BR;\N
494;236;1;1;FRAZÃO;Instituto Federal de Educação Ciencia e Tecnologia do Rio Grande do Norte;BR;\N
4683;1887;0;4;Cristiane;"Escola Bahiana de Medicina e Saúde Pública";\N;\N
577;284;1;1;marco;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO CEARÁ;BR;http://www.caninde.ifce.edu.br
2390;1125;1;1;Tiago;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - IFAL";BR;\N
345;173;1;1;Luênia;IFRN;BR;\N
3281;1540;1;1;Cirlande;Instituto Federal do Amazonas (IFAM);BR;\N
200;98;1;1;Yuri;Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IF Goiás;BR;\N
2374;1094;0;2;Talita;"IFPB-Picuí";BR;\N
1073;527;1;1;Herbert;"<html xmlns="""">Universidade Federal da Paraíba";BR;\N
4684;1887;0;5;Ana M.;"<div>Escola Bahiana de Medicina e Saúde Pública</div>";\N;\N
4681;1887;0;6;Armenio;"<div>Escola Bahiana de Medicina e Saúde Pública</div>";\N;\N
3741;1719;0;2;Gustavo;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte Campus Natal - Zona Norte";BR;\N
171;75;1;1;Alexandre;"INSTITUTO FEDERAL DO CEARá";BR;http://pesquisaturismoquixada.blogspot.com/
2681;1251;1;1;Carlos;"<p>instituto federal de educação, ciência e tecnologia(IFRN).</p>";BR;\N
1241;604;1;1;Adonilde;"<p>Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano, (IF Sertao PE -- Campus Petrolina Zona Rural)</p>";BR;\N
1247;604;0;2;Doan Francisca dos;"<p>Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano, (IF Sertao PE -- Campus Petrolina Zona Rural)</p>";BR;\N
1248;604;0;3;Alexandre;"<p>Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano, (IF Sertao PE -- Campus Petrolina Zona Rural)</p>";\N;\N
5260;1736;0;3;Jodonai;<div><div>Universidade Federal do Rio Grande do Norte</div></div>;\N;\N
5261;1736;0;4;Elaine;<div><div><div>Universidade Federal do Rio Grande do Norte</div></div></div>;\N;\N
5481;917;0;2;Patrícia;IFRN;\N;\N
785;392;1;1;nunes;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia - IFRO;BR;\N
908;459;1;1;José;Instituto Federal de Educação, Ciencia e Tecnologia Sertão Pernambucano-IF sertão PE;BR;\N
4693;249;0;4;Francisco;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-IFPI CAMPUS FLORIANO";BR;\N
2881;1355;1;1;Eurico;"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco";BR;\N
3820;1767;1;1;Adriana;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - campus satuba";BR;\N
346;174;1;1;Danilo;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";BR;http://www.ifrn.edu.br
754;374;0;2;Werena;IFPA;BR;\N
755;374;0;3;Wilkelly;IFPA;\N;\N
786;393;1;1;nunes;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia - IFRO;BR;\N
756;374;0;4;Otávio;IFPA;BR;\N
757;374;0;5;Carlos;IFPA;BR;\N
4695;249;1;3;Raylma;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-IFPI CAMPUS FLORIANO<br />";BR;\N
5258;1736;0;5;Naianne;<div><div><div><div>Universidade Federal do Rio Grande do Norte</div></div></div></div>;\N;\N
3779;1751;1;1;Lu;IFAM;BR;\N
2218;1037;0;3;Narla;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";\N;\N
1627;769;0;2;Ítala Viviane;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Currais Novos";\N;\N
643;317;1;1;Diego;IFPE;\N;\N
1615;772;0;1;João Carlos;Instituto Federal de Educacao, Ciencia e Tecnologia do Ceara (IFCE) - Campus Quixada;BR;http://www.ifce.edu.br
3839;1774;0;2;Edilberto;"<div>INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO RN</div>";\N;\N
3840;1774;0;3;Marcos Alyssandro;"<div>INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO RN</div>";\N;\N
290;146;1;1;ANA;IFMA;BR;\N
1135;548;0;4;Edgard;IFPB;BR;\N
2019;942;1;1;Sérgio;IFTO - Campus Paraíso do Tocantins;BR;\N
1187;574;1;1;Renata;Insituto Federal do Ceará - Campus Limoeiro do Norte.;BR;\N
2347;1090;0;2;Maria Juciene;"<p>Instituto Centro de Ensino Tecnol<span style=""font-family: MS Shell Dlg 2;"">ógico</span></p>";\N;\N
1070;524;1;1;Brígida;UNIVERSIDADE FEDERAL DE ALAGOAS- UFAL;BR;\N
2966;1397;1;2;izabelly;instituto de estudos superiores da amazonia;BR;\N
1227;599;1;1;wagner;"Instituto de Educação, ciência e Tecnologia do Maranhão- IFMA";BR;http://www.cefet-ma.br
1228;599;0;2;SANDRA;"Instituto de Educação, ciência e Tecnologia do Maranhão- IFMA";BR;http://www.cefet-ma.br
1229;599;0;3;FABÍOLA;\N;BR;http://www.cefet-ma.br
3528;1614;0;4;José;"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão- Campus Zé Doca";BR;\N
2776;1280;0;4;Ana Karine;"Universidade Federal do Ceará - UFC";BR;\N
3553;1647;1;1;Carlos;IFPB;BR;\N
3576;1647;0;2;Alexsandra;IFPB;BR;\N
4368;1244;1;2;José;"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas";BR;\N
4367;1244;0;3;Eulanda;Universidade Federal do Amazonas;BR;\N
5267;1480;0;2;Mônica;IFMA;\N;\N
347;174;0;2;Giusti;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";BR;\N
579;285;1;1;voce;Instituto Federal de Rondônia, Campus Ji-Praná.;BR;\N
348;174;0;3;Klarisson;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte";BR;\N
5266;1480;0;3;Natilene;IFMA;\N;\N
2564;1212;1;1;Maria;"IFCE-Instituto Federal de Educação, Ciência e Tecnologia do Ceará";BR;\N
1823;863;0;1;Jorge;IFPB;BR;\N
1850;863;0;2;Márcia;IFPB;BR;\N
3477;1615;1;1;Ivonilton;Instituto Federal da Bahia;BR;\N
1944;904;0;6;Mirla;"IFCE- INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA";BR;\N
1051;516;1;1;EDEVALDO;IFAM;BR;\N
930;467;1;1;Talita Laís;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba - Campus Campina Grande";BR;\N
1450;680;0;5;Kelly;\N;\N;\N
931;467;0;2;Tulio Santandrea;"Instituto Federal de Educação Ciência e Tecnologia da Paraíba - Campus Campina Grande<br />";BR;\N
5172;476;0;2;Melquisedeque;<p>IFPB</p>;BR;\N
2259;1048;0;4;Diogo;Instituto Federal de Alagoas-<em>Campus</em> Satuba;\N;\N
204;99;1;1;Yuri;Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IF Goiás;BR;\N
3556;1650;1;1;Kleber;"<p>Instituto Federal de Educação, Ciência e Tecnologia de Sergipe</p>";BR;\N
1529;722;1;2;Adriana Paula;Instituto Federal de Alagoas - IFAL;BR;\N
1046;514;0;1;Francisco;IFRN - Campus Currais Novos;BR;\N
2664;1229;0;2;Luan Rubens;"<div>Colégio Militar do Corpo de Bombeiros do Estado do Ceará - CMCB-CE</div>";BR;\N
1355;646;1;1;Raquel;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
1366;646;0;3;Isabel;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
1367;646;0;4;Kelly;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
975;489;1;1;Patrícia;INSTITUO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DA PARAÍBA;BR;\N
2665;1229;0;3;Aliana;"<div>Colégio Militar do Corpo de Bombeiros do Estado do Ceará - CMCB-CE</div>";BR;\N
2666;1229;0;4;Eugeniano;"<div>Colégio Militar do Corpo de Bombeiros do Estado do Ceará - CMCB-CE</div><div>Mestrando em Ensino de Ciências e Matemática da Universidade Estadual da Paraíba - UEPB</div>";BR;\N
2605;1229;1;1;Jorge Lucas;"Colégio Militar do Corpo de Bombeiros do Estado do Ceará - CMCB-CE";BR;\N
1048;514;0;3;Fabio;"IFRN - Campus Currais Novos";BR;\N
1487;695;1;1;Gilene;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN (Campus Pau dos Ferros)";BR;\N
364;182;1;1;LEonardo;IFRN RIO Grande DO NORte  UFRN;BR;\N
721;349;1;1;ADRIANA;"INSTITUTO FEDERAL DE EDUCAçãO CIENCIA E TECNOCLOGIA DO MARANHãO";BR;\N
1002;499;1;1;Patrícia;"INSTITUO FEDERAL DE EDUCAçãO CIêNCIA E TECNOLOGIA DA PARAíBA";BR;\N
175;79;1;1;Alexandre;INSTITUTO FEDERAL DO CEARÁ;BR;http://pesquisaturismoquixada.blogspot.com/
3598;1662;0;2;Marco;"<p>Escola de Engenharia de São Carlos/Universidade de São Paulo</p><p>Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte</p>";BR;\N
1469;689;0;1;FRANCISCO;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do  Norte - Campus Currais Novos";BR;\N
1467;689;1;2;LEANDRO;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Currais Novos<br />";BR;\N
35;18;1;1;Fabiola;Instituto Federal de Educação, Ciências e Tecnologia do Ceará;BR;\N
1021;505;1;1;Emanoela;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB";BR;\N
1470;689;0;3;FÁBIO;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do  Norte - Campus Currais Novos";BR;\N
1471;689;0;4;LUCIANA;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do  Norte - Campus Currais Novos";BR;\N
1022;505;0;2;Maiana;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB.";\N;\N
1861;863;0;13;Thamires;IFPB;BR;\N
1023;505;0;3;Rayssa Maria;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB.";\N;\N
1024;505;0;4;Maria;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB.";\N;\N
1361;649;1;1;michelle;IFAL - CAMPUS MARECHAL DEODORO;BR;\N
4375;1490;0;3;CÍCERO;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";BR;\N
5252;1849;0;2;Annelise;IFPE;BR;\N
5253;1849;0;3;Bruna;IFPE;BR;\N
5251;1849;0;4;Hernande;Universidade Federal Rural de Pernambuco, Rua Dom Manoel de Medeiros;BR;\N
5434;1545;0;3;Evelyn;IFPE;\N;\N
5435;1545;0;4;Núbia;IFPE;\N;\N
5436;1545;0;5;Tereza;IFPE;\N;\N
5437;1545;0;6;Robson;IFPE;\N;\N
723;351;1;1;Jorge;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN;BR;\N
11859;6614;1;1;Talita;\N;\N;\N
4542;1120;0;2;Francisco Kelsen;UECE - Universidade Estadual de Fortaleza;BR;\N
1993;898;0;2;José Fábio;Instituto Federal de Educacao, Ciencia e Tecnologia do Amazonas - Campus Manaus Distrito Industrial;BR;\N
3577;1660;1;1;Mayara;IFMA;BR;\N
1994;898;0;3;José;"Instituto Federal de Educaçao, Ciencia e Tecnologia do Amazonas - Campus Manaus Distrito Industrial";BR;\N
5029;454;1;2;Jose;"Professor titular do Instituto Federal de Educação, Ciência e tecnologia do Ceará-IFCE";BR;\N
1362;650;1;1;michelle;IFAL - CAMPUS MARECHAL DEODORO;BR;\N
5115;476;0;6;JOSINALDO;UFPB;\N;\N
3225;1507;0;2;Núbia;"<p>IFTO - Instituto Federal de Educação, Ciência e Tecnologia - Campus Palmas</p>";BR;\N
206;101;1;1;Rozenita;IFMA;\N;\N
3645;1655;0;2;Kartinalle;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB";BR;\N
3599;1662;0;3;Hugo;<p>Universidade Federal do Rio Grande do Norte</p>;BR;\N
1862;875;1;1;Pedro Felipe;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - Campus João Pessoa.;BR;\N
4721;703;0;1;Thiago;IFPI;BR;\N
1504;703;0;2;Taciana;IFPI;BR;\N
5482;924;0;2;Patrícia;IFRN;\N;\N
280;140;0;2;EDISON;"<p>INSTITUTO FEDERAL DO AMAZONAS</p><p>SECRETARIA MUNICIPAL DE EDUCAçãO DE MANAUS</p>";BR;http://www.ifam.edu.br
279;140;0;1;AILTON;INSTITUTO FEDERAL DO AMAZONAS;BR;http://www.ifam.edu.br
943;475;1;2;Luis;IFRN - Campus Currais Novos;BR;\N
909;417;0;2;Thiago;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba";BR;\N
1772;842;1;1;Milena;IFCE - Instituto Federal de Educação, Ciência e Tecnologia do Ceará;BR;http://www.cefetce.br/
1863;876;1;1;Pedro Felipe;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - Campus João Pessoa.;BR;\N
1875;733;0;1;Alex-Sandra;Faculdade de Tecnologia CENTEC Sertao Central - FATEC;BR;\N
1554;733;1;2;Erica;<div><div>Faculdade de Tecnologia CENTEC Sertao Central - FATEC</div></div>;BR;\N
1876;733;0;3;Claudene;<div><div>Faculdade de Tecnologia CENTEC Sertao Central - FATEC</div></div>;BR;\N
207;102;0;1;Esio;"IFGOIáS";BR;\N
2918;1357;0;3;Weldon;"<div><div>INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA BAIANO-IFBAIANO</div></div>";BR;http://www.ifbaiano.edu.br
1054;519;1;1;Rômulo;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB";BR;\N
984;492;0;2;Aline;"<a href=""mailto:roberto.beato@ifpb.edu.br"">INSTITUO FEDERAL DE EDUCAçãO CIêNCIA E TECNOLOGIA DA PARAíBA</a>";BR;\N
4574;1430;0;2;Maely;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-IFPI";BR;\N
4899;1430;0;4;Ruth;"Instituto Federal de Educação, Ciência e Tecnologia do Piauí-IFPI";BR;\N
4532;1105;1;3;Caique;"<div><div><div><div><div>IFRN - Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - Campus Ipanguaçu.</div></div></div></div></div>";BR;\N
2561;1209;1;1;Jorge;"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas - Campus Marechal Deodoro";BR;http://lattes.cnpq.br/6494288722838799
1877;733;0;4;Francisca Vanêssa;<div><div>Faculdade de Tecnologia CENTEC Sertao Central - FATEC</div></div><br />;BR;\N
985;492;0;3;Joana;"INSTITUO FEDERAL DE EDUCAçãO CIêNCIA E TECNOLOGIA DA PARAíBA";BR;\N
48;27;1;1;EDILAINE;IF - sertão pernambucano, campus zona rural;BR;\N
49;28;1;1;Silva;CT-PIM;BR;\N
50;29;1;1;Silva;CT-PIM;BR;\N
667;330;1;1;Carine;IFAL;BR;\N
1144;552;1;1;Francisco;Instituto Federal de Educação, Ciência e Tecnologia do Ceará - Campus Fortaleza;BR;\N
2473;1053;0;2;MARIA JULIETE;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
210;103;1;1;Maria de Fatima;Universidade Federal de Alagoas;BR;\N
5193;1053;0;4;Francisco Halyson;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO CEARá";BR;\N
54;32;1;1;Jair;Instituto Federal do Tocantins - Campus Palmas;BR;\N
208;102;1;2;Yuri;\N;BR;\N
209;102;0;3;Debson;\N;BR;\N
2956;1390;1;1;Srta.;"INSTITUIçãO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA PIAUI - IFPI";BR;\N
1275;616;1;1;KELLY SUELLEN;"INSTITUTO FEDERAL DE EDUCAçãO CIENCIA E TECNOLOGIA DO MARANHãO- CAMPUS Zé DOCA";BR;\N
3265;1428;0;2;Allan;"Instituto Brasileiro de Pós-Graduação e Educação Continuada INBRAPEC";BR;\N
1704;813;1;1;Anallu;"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco - IFPE Campus Recife";BR;\N
2361;1108;1;1;Joelem;"Instituto Federal de Educação, Ciência  Tecnologia Baiano Campus-Catu/Ba";\N;\N
5383;1667;0;2;Josué;"Centro de Ciências Biológicas e da Natureza -- CCBN, Universidade Federal do Acre -- Rio Branco";\N;\N
5384;1667;0;3;Shyrlene;"Universidade Federal do Acre -- Centro de Ciências Biológicas e da Natureza";\N;\N
5382;1667;0;4;Josiane;"Acadêmica do Curso de Engenharia Agronômica";\N;\N
53;31;1;1;Miriam;"IFPA-Campus Industrial de Marabá";BR;\N
55;31;0;2;Edgar;"IFPA-Campus Industrial de Marabá";BR;\N
227;103;0;3;Nassib;UFAL;BR;\N
228;103;0;4;Hugo José de;IFAL - Campus Satuba;BR;\N
229;103;0;5;Angela de Guadalupe;IFAL - Campus Satuba;BR;\N
225;103;0;6;Glícia Maris de;IFAL - Campus Satuba;BR;\N
3585;1663;0;1;Francisca;IFCE - Limoeiro do Norte;BR;\N
3612;1663;0;2;Maria;IFCE - Limoeiro do Norte;BR;\N
3613;1663;0;3;Silvânia;IFCE - Limoeiro do Norte;BR;\N
3614;1663;0;4;Heraldo;IFCE - Limoeiro do Norte;BR;\N
3615;1663;1;5;Elivânia;IFCE - Limoeiro do Norte;BR;\N
309;154;1;1;Pedro;IFPE - Instituto Federal de Educação Ciencia e Tecnlogia de Pernambuco;BR;\N
179;83;1;1;Maxmillian;Instituto Federal de Educação, Ciência e Tecnologia de Goiás;BR;\N
1774;844;1;1;Campelo;"INSTITUTO FEDERAL DE EDUCAçãO, CIENCIA E TECNOLOGIA DO PIAUí";\N;\N
3171;1493;1;1;Ana Karla;"Instituto Federal de Educação, Ciência e Tecnologia";BR;\N
4657;1433;0;2;Maria;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN / Campus Ipanguaçu";BR;\N
3463;1607;1;1;André;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará - IFCE";BR;\N
4658;1433;0;3;Nayara;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN / Campus Ipanguaçu";BR;\N
3040;1433;1;1;André;"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN / Campus Ipanguaçu";BR;\N
3271;1493;0;2;GUSTAVO;UFRN - IFRN - APODI;BR;\N
3272;1493;0;3;PATRÍCIA;UFRN;BR;\N
3270;1493;0;4;JOÃO;UFRN;BR;\N
2897;1363;0;3;Ana;Instituto Federal de Alagoas - IFAL;BR;\N
1240;603;1;1;Talita;"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Campus Picuí.";BR;\N
3619;1675;1;1;Itamazeo;Universidade Federal do Rio Grande do Norte;BR;\N
5055;1675;0;3;José;"<span style=""font-family: TimesNewRoman; font-size: x-small;""><span style=""font-family: TimesNewRoman; font-size: x-small;""><p>UFSCAR</p></span></span>";\N;\N
193;91;1;1;Jair;Instituto Federal do Tocantins;BR;\N
1564;740;0;1;Jorgenaldo;"Instituto de Educação, Ciências e Tecnologia de Sergipe - IFS";BR;\N
4437;740;1;2;Flaviano;"Instituto de Educação, Ciências e Tecnologia de Sergipe - IFS";BR;\N
3621;1677;0;1;Neucivânia;IFCE - Limoeiro do Norte;BR;\N
3761;1677;0;6;Heraldo;IFCE - Limoeiro do Norte;BR;\N
794;400;1;1;você;Instituto Federal de educação,ciência e tecnologia de pernambuco;\N;\N
3120;1460;0;4;Daiana;IFMA - Campus Ze Doca;BR;\N
3121;1460;0;5;José Sebastião;IFMA - Campus Ze Doca;BR;\N
4874;1375;0;2;Jéssica;"IF SERTãO-PE";BR;\N
1277;591;0;2;RAIMUNDO;SECRETARIA ESTADUAL DE MEIO AMBIENTE E RECURSOS HIDRICOS DO PIAUI - SEMAR;BR;\N
795;401;1;1;Adriana;IFPE;BR;\N
4873;1375;0;5;Jane;"IF SERTãO-PE";BR;\N
3191;1475;0;1;Davina;"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - Campus Zé Doca";BR;\N
2923;1375;1;1;Paulo;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DO SERTãO PERNAMBUCANO";BR;\N
1775;845;1;1;layara;"INSTITUTO FEDERAL DE EDUCAçãO, CIENCIA E TECNOLOGIA DO PIAUí";\N;\N
3192;1475;0;3;Marcony;"<p>Instituto Federal de Educação, Ciência e Tecnologia do Maranhão - Campus Zé Doca</p>";BR;\N
2959;1392;1;1;Márcia Andreia;"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas-IFAM";BR;\N
2987;1392;0;2;Ana Cláudia;"Instituto Federal de Educação, Ciências e Tecnologia do Amazonas-IFAM";BR;\N
3455;1580;0;3;Alexandre;<p>Instituto Federal de Educacao, Ciencia e Tecnologia do Sertao Pernambucano, Campus Petrolina Zona Rural</p>;BR;\N
3267;1524;0;2;Jessé;IFAM;BR;\N
2762;1276;0;2;José;"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão / Campus  Zé Doca";BR;\N
2458;1156;0;1;Valéria;IFMA<br />;BR;\N
70;37;1;1;Rosana;IFS-Campus Lagarto;\N;\N
3354;1560;0;2;André;"<p>Instituto Federal de Educação, Ciencia e Tecnologia do Ceará</p>";BR;\N
3355;1560;0;3;Carolina;"<p>Instituto Federal de Educação, Ciencia e Tecnologia do Ceará</p>";BR;\N
2478;1156;1;4;Raynara;IFMA<br />;\N;\N
845;427;1;1;Ialuska;Instituto Federal do Ceará - Campus Juazeiro do Norte;BR;\N
2265;1062;1;1;Andrea Gomes;UNIT;BR;http://www.unit.br/
247;118;1;1;junior;IFPB - Campus Princesa Isabel;BR;\N
4732;1041;1;2;Gabriella;"IFAL - Campus Maceió";BR;\N
2379;1113;1;2;Jaiana;"Instituto Federal de Educação, Ciência e Tecnologia do Ceará";\N;\N
4847;1405;0;4;Carmem;"Programa de Pós-Graduação em Agronomia (PPGA), Universidade Federal da Paraíba (UFPB), Caixa postal: 66,CEP: 58.397-000, Areia, PB, Brasil";BR;\N
1150;554;0;1;Josiene;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIA E TECNOLOGIA DE SERGIPE";BR;\N
4253;554;1;2;Rosana;"Instituto Federal de Educação Ciência e Tecnologia de Sergipe - Campus Lagarto";BR;\N
5432;1545;0;7;Juliane;IFPE;\N;\N
4844;1405;0;6;Luciana;"Programa de Pós-Graduação em Agronomia (PPGA), Universidade Federal da Paraíba (UFPB), Caixa postal: 66,CEP: 58.397-000, Areia, PB, Brasil";BR;\N
5433;1545;0;2;Tatiane;IFPE;\N;\N
4356;445;0;2;Angélica;<p>IFAL - Campus Marechal Deodoro</p><p>apresentadora do trabalho</p>;BR;\N
4357;445;0;3;Marcela;IFAL - Campus Marechal Deodoro;BR;\N
4355;445;0;4;Patrícia;IFAL - Campus Marechal Deodoro;BR;\N
728;356;1;1;Manuela;Instituo Federal de Pernambuco - IFPE;BR;\N
217;105;1;1;Maria de Fatima;Universidade Federal de Alagoas;BR;\N
796;402;1;1;Adriana;IFPE;BR;\N
838;425;1;1;Hugo;"Instituição Federal de Educação, Ciência e Tecnologia da Paraíba";BR;\N
181;85;1;1;Flor de Lys;"Instituto Federal de Educação Ciência e Tecnologia";BR;\N
3153;1186;1;2;João Evangelista;IFCE;BR;\N
3152;1186;0;3;Renata Rochelly;IFCE;BR;\N
2945;1383;0;1;Thiago;IFBA - Instituto Federal da Bahia;BR;\N
4267;1383;0;2;Cláudia;<p>IFBA - Instituto Federal da Bahia</p>;BR;\N
4268;1383;1;3;Irineu;<p>IFBA - Instituto Federal da Bahia</p>;BR;\N
4269;1383;0;4;Igor;IFBA - Instituto Federal da Bahia;BR;\N
2267;1063;1;1;Rosemary;Instituto Federal de Alagoas (IFAL);BR;\N
153;66;0;3;José Antonio;IFMA;BR;\N
3034;1418;0;1;Karla Caroline;IFMA;BR;\N
3204;1418;0;2;Mônica;IFMA;BR;\N
155;66;0;4;Lorrana;IFMA;BR;\N
4476;66;0;5;Gabryelle;IFAL;BR;\N
1909;894;1;1;Dayse;"Instituto Federal de Educação, Ciência e Tecnologia do RN Campus Mossoró";\N;\N
4000;1853;1;1;Jaqueline;"Inatituto Federal de Educação, Ciência e Tecnologia de Alagoas - Campus Satuba";BR;\N
4590;814;0;2;José Fábio;"IFAM - Instituto Federal de Educação, Ciências e Tecnologia do Amazonas.";\N;\N
3756;1722;0;3;João;IFPB;BR;\N
3158;1488;1;1;MICHELANGELO;"COLéGIO MILITAR DO CORPO DE BOMBEIROS DO ESTADO DO CEARá";BR;\N
4673;1600;0;3;Ferdinando;<p>IF CAMPUS SAO CRISTOVAO - SERGIPE</p>;BR;\N
4674;1600;0;4;Domytilya;<p>IF CAMPUS SAO CRISTOVAO - SERGIPE</p>;BR;\N
4675;1600;0;5;Nelson;<p>IFAL CAMPUS SATUBA</p>;BR;\N
5185;955;0;2;Sanny;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIAS E TECNOLOGIA DE SERGIPE - IFS";BR;\N
5186;955;0;3;Gisela;"INSTITUTO FEDERAL DE EDUCAçãO, CIêNCIAS E TECNOLOGIA DE SERGIPE - IFS";\N;\N
